index,Text,Negative?
19628,"['youre', 'cunt', 'screen', 'shot']",True
19629,"['yes', 'yes', 'know', 'fob', 'reconciliation', 'wa', 'idea', 'youre', 'welcome']",False
19630,"['got', 'nigga', 'got', 'bitch']",True
19631,"['last', 'time', 'xfactor', 'audition', 'came', 'dublin', 'auditioned', 'man', 'blue', 'monkey']",False
19632,"['hoe', 'average', 'course']",True
19633,"['maybe', 'yall', 'hoe', 'nigga', 'start', 'considering', 'girl', 'feeling', 'shi', 'think', 'nigga', 'youre']",True
19634,"['incredible', 'scale', 'celestial', 'body']",False
19635,"['thats', 'type', 'bitch', 'hate']",True
19636,"['little', 'stupid', 'bitch', 'aint', 'fucking']",True
19637,"['yes', 'ghetto', 'bitch']",True
19638,"['shes', 'one', 'ugliest', 'woman', 'ive', 'ever', 'seen', 'cross', 'reptile', 'crow']",True
19639,"['muslim', 'jihadi', 'fighter', 'book', 'ticket', 'cruise', 'ship', 'syria', 'iraq']",False
19640,"['fuck', 'shes', 'basic', 'bitch']",True
19641,"['ex', 'told', 'wanted', 'get', 'gift', 'would', 'take', 'breath', 'away', 'got', 'bitch', 'treadmill']",True
19642,"['nun', 'fucking', 'bitch', 'getting', 'money']",True
19643,"['ily', 'ur', 'bad', 'bitch']",True
19644,"['really', 'get', 'excited', 'see', 'bad', 'bitch', 'association', 'lunch', 'everyday', 'always', 'make', 'laugh']",True
19645,"['np', 'big', 'nig', 'nig']",False
19646,"['ya', 'bitch']",True
19647,"['love', 'bitch']",True
19648,"['wish', 'pretty', 'colored', 'eye']",False
19649,"['r', 'u', 'african', 'ur', 'frican', 'bitch']",True
19650,"['youre', 'freshman', 'youve', 'fucked', 'boy', 'senior', 'class', 'youre', 'hoe', 'cute']",True
19651,"['pretty', 'bitch', 'rep', 'taylor', 'gang', 'holla', 'h', 'lmfaoo']",True
19652,"['like', 'bitch', 'already', 'know', 'answer', 'bri', 'duh']",True
19653,"['shimmy', 'shimmy', 'ya', 'bitch']",True
19654,"['girl', 'guy', 'mom', 'dad', 'im', 'butch', 'dyke']",True
19655,"['believe', 'time', 'uncouth', 'uncivilised', 'people', 'sentenced', 'death', 'racial', 'slur', 'attack', 'ne', 'citizen']",True
19656,"['extreme', 'lowlife', 'bitch', 'abt', 'junior', 'public', 'rajdeep', 'reveals', 'ugly', 'character', 'ny', 'http']",True
19657,"['report', 'u', 'want', 'physically', 'chasing', 'hounding', 'uncivilised', ' ', 'also', 'case', 'bansal', 'gadkari']",False
19658,"['claim', 'hoe', 'dont', 'exist', 'us', 'hoe', 'name']",True
19659,"['yall', 'look', 'fucking', 'retarded', 'yalls', 'pant', 'ankle']",True
19660,"['know', 'dealing', 'hoe']",True
19661,"['amanda', 'want', 'fizz', 'protect', 'dude', 'told', 'yo', 'multiple', 'occasion', 'let', 'bitch']",True
19662,"['dont', 'ever', 'afraid', 'double', 'bitch', 'ppl', 'always', 'expect', 'like', 'im', 'sorry', 'got', 'loud', 'im', 'sorry']",True
19663,"['thank', 'every', 'broad', 'universe', 'take', 'step', 'forward', 'amputs', 'colored', 'contact', 'eye', 'thats', 'one', 'le', 'person']",False
19664,"['gemini', 'get', 'irritated', 'jealous', 'bitch']",True
19665,"['come', 'yankee', 'let', 'keep', 'game', 'going', 'must', 'win']",False
19666,"['ohio', 'inmate', 'sum', 'lebron', 'james', 'return', 'mean', 'cleveland', 'leb']",False
19667,"['hell', 'yeah', 'benihana', 'bitch']",True
19668,"['called', 'pussy', 'tough', 'guy', 'lets', 'see', 'tegan', 'kiss', 'right', 'bicep', 'sara', 'kiss', 'left', 'bicep', 'feel']",True
19669,"['martin', 'short', 'conan', 'oct', 'yellow', 'skin', 'red', 'hair', 'look', 'like', 'pencil']",False
19670,"['flip', 'senate', 'corrupt', 'administration', 'ever', 'chicago', 'politics', 'wh', 'harry', 'reid', 'bitch']",True
19671,"['yall', 'six', 'different', 'personality', 'different', 'bitch', 'spit', 'game', 'lie', 'need', 'grow', 'lm']",True
19672,"['good', 'morning', 'sunshine', 'rt', 'dirty', 'bitch']",True
19673,"['refresh', 'dhimmi', 'seattle', 'mayor', 'ed', 'murrays', 'poor', 'memory', 'citys', 'long', 'history', 'jihadi', 'breeding', 'ground', 'h']",False
19674,"['mass', 'gop', 'gov', 'elect', 'charlie', 'baker', 'drivers', 'license', 'illegal', 'alien', 'amnesty']",False
19675,"['form', 'bitch', 'still', 'dont', 'get', 'im', 'saiyan']",True
19676,"['cuz', 'bitch', 'love', 'pizza']",True
19677,"['lil', 'wayne', 'said', 'give', 'bitch', 'ya', 'heart', 'rather', 'purse']",True
19678,"['bitch', 'came', 'yeah', 'threw', 'party']",True
19679,"['aint', 'never', 'worried', 'bout', 'bitch', 'nigga']",True
19680,"['donna', 'tax', 'gonna', 'go', 'moulin', 'yan', 'lol']",False
19681,"['paid', 'k', 'mile', 'bitch', 'always', 'money']",True
19682,"['friday', 'faves', 'rt', 'bitch', 'dressed', 'church', 'club', 'gym', 'slay', 'vampire']",True
19683,"['realest', 'tweet', 'seen', 'today', 'rt', 'dyke', 'bitch', 'rehab', 'hoesand', 'im', 'healed', 'back', 'dick', 'go']",True
19684,"['bitch', 'fine', 'fare', 'supermarket']",True
19685,"['call', 'mom', 'bitch', 'getting', 'knocked', 'n', 'mama']",True
19686,"['sonia', 'never', 'criticises', 'kejriwal', 'kejriwal', 'trash', 'every', 'leader', 'never', 'criticises', 'sonia', 'touching']",False
19687,"['think', 'im', 'addicted', 'naked', 'picture', 'sitting', 'taking', 'bout', 'bitch', 'almost']",True
19688,"['look', 'every', 'bitch', 'walk', 'past']",True
19689,"['hoe', 'always', 'say', 'rider', 'bitch', 'stfu', 'ride', 'dick', 'lmao']",True
19690,"['cheat', 'shes', 'like', 'female', 'pussy']",True
19691,"['pussy', 'wa', 'book', 'id', 'read']",True
19692,"['see', 'yall', 'one', 'yall', 'side', 'bitch', 'made']",True
19693,"['charlie', 'wear', 'womens', 'clothing']",False
19694,"['nigga', 'sex', 'day', 'unlike', 'bitch', 'jus', 'want', 'somebody', 'gone', 'better', 'young', 'woman']",True
19695,"['anything', 'want', 'life', 'dont', 'fucking', 'bitch']",True
19696,"['whatchu', 'know', 'bout', 'livin', 'ghetto', 'eating', 'cottage', 'cheese', 'time', 'day', 'lil', 'salt', 'lil', 'peppa', 'lil', 'lil', 'barbeque']",True
19697,"['straight', 'guy', 'take', 'picture', 'naked', 'hot', 'tunwhat', 'fag']",True
19698,"['ezra', 'miller', 'openly', 'queer', 'male', 'playing', 'flash', 'making', 'first', 'openly', 'queer', 'male', 'play', 'lead', 'superhe']",True
19699,"['point', 'every', 'voter', 'florida', 'ha', 'voted', 'charlie', 'crist']",False
19700,"['sack', 'number', 'trent', 'cole', 'fuckin', 'bitch']",True
19701,"['wes', 'bitch', 'dead']",True
19702,"['teacher', 'trying', 'pronounce', 'ghetto', 'name', 'st', 'day', 'school']",False
19703,"['offseason', 'outlook', 'new', 'york', 'yankee']",False
19704,"['fuck', 'gpa', 'bitch', 'im', 'lot', 'smarter']",True
19705,"['like', 'bitch', 'green', 'eyed', 'curly', 'haired', 'kid', 'ig', 'talking', 'future', 'child']",True
19706,"['said', 'life', 'bitch', 'really', 'meant']",True
19707,"['kim', 'always', 'nasty', 'pussy', 'hungry', 'bitch', 'look', 'never', 'hungry']",True
19708,"['musty', 'pussy', 'maggot', 'bitch', 'tryna', 'lick', 'sac', 'rich', 'fuckemx']",True
19709,"['like', 'romeo', 'chance', 'think', 'youre', 'faggot']",True
19710,"['god', 'yankee', 'fan', 'farewell', 'captain']",False
19711,"['grandma', 'used', 'say', 'stop', 'whiny', 'little', 'bitch', 'eat', 'fucking', 'gluten']",True
19712,"['free', 'bird']",False
19713,"['fucked', 'bitch', 'feel']",True
19714,"['image', 'peshmerga', 'giving', 'heaveho', 'isi', 'flag', 'really', 'brightened', 'friday', 'kick', 'sorry', 'butt', 'http']",False
19715,"['occasionally', 'go', 'play', 'flappy', 'bird', 'die', 'getting', 'one', 'remember', 'much', 'hate']",False
19716,"['wow', 'henry', 'waxman', 'get', 'caught', 'classic', 'charlie', 'leduff', 'segment', 'charlie', 'come', 'dc', 'todays', 'gm', 'hearing']",False
19717,"['im', 'sayin', 'u', 'bitch', 'would', 'hookup', 'wit', 'tha', 'headless', 'horseman', 'cuz', 'u', 'think', 'badass', 'n', 'shit', 'u', 'complain']",True
19718,"['rock', 'cock', 'jam', 'clam']",True
19719,"['poll', 'florida', 'governor', 'rick', 'scott', 'leading', 'charlie', 'crist', 'five', 'point']",False
19720,"['buy', 'girl', 'stuff', 'twink', 'bitch']",True
19721,"['hun', 'im', 'quitting', 'job', 'going', 'learn', 'become', 'psychic', 'know', 'youre', 'thinking', 'well', 'yet', 'im', 'going']",False
19722,"['charlie', 'brown']",False
19723,"['thanks', 'learned', 'way', 'ever', 'wanted', 'know', 'bird']",False
19724,"['chael', 'p', 'suplexin', 'motherfucker', 'dome', 'shit']",True
19725,"['bitch', 'like', 'come', 'fucking', 'happened', 'shaved', 'bitch', 'knew', 'wassup']",True
19726,"['dont', 'tell', 'bitch', 'show', 'bitch']",True
19727,"['isnt', 'tea', 'anymore', 'bitch', 'peep', 'everything', 'still', 'getting', 'cheated', 'something', 'addin']",True
19728,"['tell', 'girl', 'calm', 'shell', 'act', 'like', 'kicked', 'pussy']",True
19729,"['whore', 'slut', 'cunt', 'bitch', 'nigga']",True
19730,"['fucking', 'hate', 'ignorant', 'bitch']",True
19731,"['give', 'bitch', 'inch', 'rather', 'nine']",True
19732,"['grab', 'booty', 'front', 'nigga', 'want', 'grab', 'booty', 'front', 'bitch', 'want']",True
19733,"['left', 'prom', 'camping', 'first', 'day', 'cause', 'youre', 'bitch', 'boy']",True
19734,"['hey', 'jig', 'even', 'democrat', 'reason', 'exit', 'obama', 'speech', 'dems', 'raci']",False
19735,"['still', 'live', 'hope', 'one', 'day', 'hot', 'rich', 'boy', 'fall', 'love', 'even', 'though', 'im', 'trash']",False
19736,"['knife', 'bitch']",True
19737,"['settle', 'came', 'first', 'chicken', 'egg', 'egg', 'laid', 'bird', 'wa', 'chicken']",False
19738,"['jk', 'im', 'influence', 'guy', 'im', 'graduated', 'r', 'e', 'bitch']",True
19739,"['u', 'steal', 'glass', 'haha', 'stupid', 'nigger']",True
19740,"['isnt', 'privilege', 'thrown', 'around', 'willynilly', 'youve', 'gotta', 'earn', 'right', 'call', 'bitch']",True
19741,"['pm', 'last', 'night', 'incitement', 'wa', 'translated', 'murder', 'father', 'traveling', 'w', 'family', 'celebrate', 'first', 'nig']",True
19742,"['heres', 'first', 'look', 'charlie', 'cox', 'matt', 'murdock', 'marvels', 'netflix', 'nycc']",False
19743,"['person', 'need', 'three', 'thing', 'truly', 'happy', 'world', 'someone', 'love', 'something', 'something', 'ho']",False
19744,"['look', 'yall', 'bitch', 'child', 'support', 'keep', 'getting', 'pregnant', 'bitch']",True
19745,"['hoe', 'feel', 'like', 'photo', 'didnt', 'get', 'enough', 'favorite']",True
19746,"['oh', 'goodness', 'hate', 'chinese', 'people', 'fucking', 'zipperheads']",True
19747,"['dis', 'bitch', 'jus', 'blew', 'high']",True
19748,"['many', 'classless', 'hoe', 'enough', 'lady']",True
19749,"['know', 'girl', 'hoe', 'instagram', 'isnt', 'private']",True
19750,"['better', 'b', 'manchurian', 'candidate', 'think', 'abt', 'bitch', 'abt', 'policy', 'scream', 'racism']",True
19751,['pussy'],True
19752,"['remember', 'yankee', 'boston', 'crowd', 'wa', 'cheering', 'usa', 'instead', 'yankee', 'suck', 'love', 'baseba']",False
19753,"['youre', 'secretly', 'yankee', 'fan', 'youll', 'admit', 'day']",False
19754,"['yankee', 'win']",False
19755,"['bae', 'go', 'talk', 'hoe']",True
19756,"['panera', 'bottom', 'bitch']",True
19757,"['big', 'dream', 'cause', 'small', 'goal', 'shit', 'bird']",True
19758,"['promise', 'last', 'thing', 'wanna', 'bitch', 'sister', 'front', 'dont', 'poke', 'lion']",True
19759,"['twitpic', 'reaction', 'find', 'love', 'life', 'selling', 'pussy', 'sold', 'pussy', 'backpage']",True
19760,['trash'],False
19761,"['ceo', 'tell', 'daily', 'show', 'mentally', 'retarded', 'could', 'work', 'worth', 'worth']",True
19762,"['shout', 'bitch', 'dont', 'dress', 'half', 'naked', 'get', 'man', 'attention', 'stay', 'classy']",True
19763,"['ur', 'mine', 'obvious', 'people', 'gna', 'hit', 'u', 'cause', 'ur', 'obviously', 'attractive', 'u', 'flirt', 'back', 'problem', 'bitch']",True
19764,"['im', 'rich', 'bitch']",True
19765,"['rt', 'ao', 'got', 'bitch', 'home', 'scrolling', 'ig', 'like']",True
19766,"['favorite', 'line', 'far', 'ha', 'blind', 'must', 'suck', 'cant', 'ever', 'asshole', 'made', 'ho']",True
19767,"['aw', 'yall', 'hoe', 'hating', 'girl', 'look', 'like', 'dude']",True
19768,"['see', 'bae', 'retweet', 'mention', 'hoe']",True
19769,"['girl', 'logic', 'say', 'bye', 'dont', 'actually', 'mean', 'dont', 'fucken', 'say', 'bye', 'dumb', 'bitch']",True
19770,"['smoke', 'good', 'weed', 'bad', 'bitch']",True
19771,"['wtf', 'ling', 'ling', 'least', 'calculate', 'circumference', 'threw', 'circle']",True
19772,"['accept', 'als', 'ice', 'bucket', 'challenge', 'challenge']",False
19773,"['hoe', 'thought', 'cute', 'kissed']",True
19774,"['wetin', 'happen', 'ur', 'school', 'behaving', 'like', 'pussy']",True
19775,"['ready', 'new', 'year', 'new', 'tweet', 'bullshit', 'come', 'hoe', 'wa', 'last', 'year', 'chill', 'fuck']",True
19776,"['true', 'ride', 'die', 'bitch']",True
19777,"['stfu', 'hoe', 'rt', 'im', 'proud', 'african', 'american', 'proud', 'african', 'american', 'im', 'proud', 'white', 'racist']",True
19778,"['see', 'people', 'tweeting', 'purge', 'come', 'city', 'bitch', 'purge', 'aint', 'tour']",True
19779,"['ann', 'coulter', 'admits', 'fox', 'news', 'america', 'ha', 'negro', 'problem', 'crime', 'cot', 'getting', 'real']",True
19780,"['girl', 'didnt', 'camp', 'overnight', 'buy', 'iphone', 'pee', 'pee', 'trash']",False
19781,"['id', 'go', 'crazy', 'animal', 'like', 'grabbed', 'mama', 'like', 'aint', 'going', 'like', 'bitch']",True
19782,"['wa', 'girl', 'like', 'u', 'would', 'probably', 'eat', 'pussy', 'jasper']",True
19783,"['damn', 'hate', 'bitch', 'like', 'argue', 'shit']",True
19784,"['nigga', 'really', 'tried', 'save', 'bitch', 'lol']",True
19785,"['mothers', 'day', 'n', 'min', 'yall', 'bitch', 'picked', 'yall', 'kid', 'yo', 'mama', 'house', 'u', 'hr', 'custody', 'n', 'instagram', 'p']",True
19786,"['want', 'crazy', 'bitch', 'loyal', 'af']",True
19787,"['ima', 'eat', 'pussy', 'filthy']",True
19788,"['yall', 'hoe', 'annoying']",True
19789,"['brought', 'bad', 'bitch', 'good', 'weed']",True
19790,"['damn', 'got', 'bitch', 'kanye', 'voice']",True
19791,"['cant', 'worried', 'bout', 'bitch', 'cause', 'bitch', 'could', 'somewhere', 'sucking', 'dick']",True
19792,"['wont', 'love', 'cant', 'love', 'unless', 'pussy', 'got', 'super', 'power']",True
19793,"['crazy', 'female', 'cheat', 'wrong', 'shes', 'every', 'type', 'hoe', 'guy', 'cheat', 'theres', 'justific']",False
19794,"['youre', 'biggest', 'cunt', 'know']",True
19795,"['stacys', 'mom', 'doesnt', 'shit', 'going', 'twitter', 'bitch']",True
19796,"['annoying', 'im', 'gonna', 'vomit', 'annoyance', 'bc', 'little', 'bitch']",True
19797,"['bitch', 'acting', 'different', 'cool']",True
19798,"['bitch', 'spread', 'rumor']",True
19799,"['hoe', 'like', 'im', 'virgin']",True
19800,"['kim', 'kardashian', 'making', 'million', 'app', 'purchase', 'game', 'call', 'dumb', 'bitch', 'shes', 'damn', 'gen']",True
19801,"['maybe', 'nobody', 'like', 'youre', 'bitch']",True
19802,"['stole', 'shit', 'little', 'niglet']",True
19803,"['swear', 'yung', 'nigga', 'use', 'wanna', 'heartbreak', 'kid', 'rt', 'shawn', 'micheals', 'razor', 'ramon', 'bitch']",True
19804,"['cant', 'stand', 'around', 'ghetto', 'girl']",False
19805,"['bitch', 'need', 'get', 'life']",True
19806,"['im', 'tall', 'big', 'booty', 'bitch', 'wtf', 'lol']",True
19807,"['bruno', 'still', 'bitch', 'lol']",True
19808,"['im', 'loud', 'outgoing', 'bitch', 'lol']",True
19809,"['first', 'need', 'pussy', 'tonight']",True
19810,"['soup', 'much', 'better', 'enough', 'cracker', 'crumble', 'make', 'casserole']",False
19811,"['first', 'fuck', 'bitch', 'click', 'claim']",True
19812,"['tell', 'ya', 'business', 'ah', 'bitch', 'cant', 'trust', 'ya']",True
19813,"['lastnight', 'halloween', 'costume', 'hoe', 'thats', 'work', 'outfit']",True
19814,"['theres', 'one', 'way', 'skin', 'monkey', 'barack', 'bushmeat', 'obama']",False
19815,"['would', 'u', 'bitch', 'stair']",True
19816,"['unfortunate', 'everyone', 'think', 'im', 'bitch', 'even', 'meet', 'chronic', 'bitch', 'face', 'sorry', 'im', 'scary']",True
19817,"['wow', 'according', 'tweet', 'obama', 'must', 'uncle', 'tom']",False
19818,"['day', 'clear', 'skin', 'day', 'im', 'happiest', 'cockiest', 'bitch', 'alive']",True
19819,"['soul', 'mate', 'probably', 'ho', 'around', 'corner']",True
19820,"['wheres', 'girl', 'could', 'pack', 'bowl', 'know', 'u', 'hoe', 'quit', 'playing']",True
19821,"['niqqas', 'talk', 'bitch', 'day']",True
19822,"['rick', 'james', 'aint', 'even', 'slap', 'bitch', 'hard']",True
19823,"['spotted', 'looming', 'yellow', 'crown', 'tonights', 'true', 'detective']",False
19824,"['charlie', 'sheen', 'engaged', 'porn', 'star', 'cant', 'one', 'thinking', 'lot', 'better']",False
19825,"['yesterday', 'caged', 'bird', 'sang', 'blue', 'rip', 'maya', 'angelou']",False
19826,"['bird', 'arent', 'meant', 'caged']",False
19827,"['lol', 'response', 'wa', 'bitch', 'like', 'pregnant']",True
19828,"['legendary', 'year', 'rt', 'speaking', 'year', 'pussy', 'wa', 'phenomenal']",True
19829,"['hoe', 'want', 'belvita']",True
19830,"['dear', 'god', 'make', 'bird', 'fly', 'far', 'far', 'far', 'away']",False
19831,"['preferring', 'barefoot', 'make', 'basic', 'bitch', 'sign', 'get', 'free', 'mason', 'jar']",True
19832,"['tell', 'chickfila', 'cashier', 'thank', 'bitch', 'dont', 'say', 'pleasure']",True
19833,"['raven', 'symones', 'hair', 'like', 'im', 'colored', 'im', 'american']",False
19834,"['might', 'called', 'second', 'summer', 'song', 'minute', 'trash']",False
19835,"['listen', 'beautiful', 'bitch', 'im', 'fuck', 'truth']",True
19836,"['yankee', 'draft', 'room', 'huge', 'picture', 'greg', 'campbell', 'message', 'makeup', 'looking']",False
19837,"['run', 'differential', 'mets', 'yankee']",False
19838,"['yankee', 'four', 'straight', 'shane', 'greene', 'start', 'speaks', 'stability', 'season', 'starter', 'emergen']",False
19839,"['bitch', 'aint', 'real']",True
19840,"['mcm', 'bc', 'tomorrows', 'month', 'fuck', 'everyone', 'said', 'wouldnt', 'last', 'proved', 'bitch', 'wrong']",True
19841,"['fag', 'miss', 'like', 'crazy']",True
19842,"['ocho', 'approaching', 'bitch']",True
19843,"['people', 'focus', 'skin', 'tone', 'dating', 'someone', 'fucking', 'retarded', 'brainwashed']",True
19844,"['man', 'robin', 'thicke', 'black', 'tv', 'trying', 'get', 'pussy', 'back']",True
19845,"['idc', 'yall', 'bitch', 'yo']",True
19846,"['im', 'laughing', 'hard', 'lay', 'unloyalist', 'ho', 'plea']",True
19847,"['republican', 'rick', 'scott', 'ha', 'reelected', 'fl', 'gov', 'defeating', 'democrat', 'charlie', 'crist']",False
19848,"['tha', 'bad', 'bitch', 'need', 'go', 'concert', 'bham', 'tonight']",True
19849,"['im', 'little', 'teapot', 'short', 'irish', 'artist', 'year', 'ema', 'biggest', 'fan', 'sd']",False
19850,"['bitch', 'said', 'lie', 'much', 'bitch', 'aint', 'worth', 'telling', 'truth']",True
19851,"['tbh', 'left', 'hoe', 'alone']",True
19852,"['bitch', 'spread', 'rumor']",True
19853,"['gave', 'bitch', 'something', 'mad']",True
19854,"['hatin', 'hoe', 'comin', 'like', 'im', 'finna', 'save', 'int', 'bread', 'bitch', 'u', 'better', 'get', 'get']",True
19855,"['monkey', 'see', 'monkey', 'hoe']",True
19856,"['hate', 'dumb', 'bitch']",True
19857,"['pussy', 'pussy']",True
19858,"['bitch', 'didnt', 'feed', 'asked', 'buy', 'burger', 'lmfao']",True
19859,"['bitch', 'coming']",True
19860,"['thats', 'fucked', 'bitch', 'fw', 'talk', 'hoe', 'claim', 'dont', 'fw', 'funny']",True
19861,"['lol', 'bitch', 'run', 'ya', 'band', 'know', 'im', 'dumb', 'hate', 'broke', 'bitch', 'hate', 'em']",True
19862,"['bitch', 'fail', 'realize', 'nigga', 'dont', 'really', 'moving', 'still', 'fucking', 'bitch']",True
19863,"['hey', 'dont', 'call', 'bitch']",True
19864,"['word', 'jac', 'cant', 'save', 'every', 'hoe', 'got', 'let', 'hurt']",True
19865,"['get', 'hoe', 'lol']",True
19866,"['dont', 'message', 'number', 'tell', 'text', 'im', 'bitch', 'lol']",True
19867,"['favorite', 'childhood', 'memory', 'wa', 'mom', 'found', 'stash', 'xanax', 'wa', 'slightly', 'le', 'bitch', 'exactly', 'one']",True
19868,"['led', 'christmas', 'decor', 'light', 'ft', 'led', 'fairy', 'string', 'light', 'outdoor', 'indoor']",False
19869,"['sweet', 'treat', 'lunch', 'today', 'raspberry', 'gelato', 'gin', 'juice', 'sorbet', 'brownie', 'gelato', 'gelato', 'cart', 'thursday', 'cant', 'wait']",False
19870,"['problem', 'retard', 'liberal', 'think', 'supply', 'demand', 'mean', 'supply', 'everything', 'demand', 'voting', 'matters']",True
19871,"['nick', 'jonas', 'hoe', 'squeezing', 'dick', 'nick', 'jonas', 'gonna', 'leaked', 'nude', 'nick', 'jonas', 'le', 'role', 'model']",True
19872,"['hoe', 'acting', 'like', 'getting', 'fucked', 'sucking', 'dick', 'aint', 'saying', 'nothing']",True
19873,"['know', 'u', 'dawg', 'hoe', 'bck', 'style']",True
19874,"['white', 'bitch', 'love', 'cocaine']",True
19875,"['man', 'call', 'bitch', 'yall', 'arguing', 'dont', 'think', 'really', 'bitch', 'actin', 'like', 'one']",True
19876,"['aint', 'friend', 'hoe']",True
19877,"['nigga', 'goofy', 'act', 'like', 'bitch', 'aint', 'lyin']",True
19878,"['proud', 'mahanain', 'still', 'hoe', 'tho']",True
19879,"['jeter', 'arod', 'class', 'trash']",True
19880,"['want', 'chill', 'campus', 'w', 'throw', 'bible', 'bitch', 'taking', 'walk', 'shame']",True
19881,"['nerd', 'cool', 'get', 'really', 'judgey', 'nerd', 'passionate', 'thing', 'arent', 'passionate', 'abo']",False
19882,"['duchess', 'cambridge', 'present', 'first', 'yellow', 'jersey', 'tdf']",False
19883,"['stop', 'playin', 'bitch', 'know', 'im', 'mvp']",True
19884,"['hate', 'bitch', 'know', 'dont', 'fuck', 'really', 'trying', 'talk', 'like', 'cool', 'nahh', 'bitch', 'foh', 'dont']",True
19885,"['wa', 'like', 'dont', 'go', 'raider', 'game', 'ghetto', 'people', 'get', 'jumped', 'lmao', 'wa', 'like', 'well', 'shit', 'sound', 'lik']",True
19886,"['need', 'dick', 'sucked', 'fuck', 'bitch', 'need', 'slut']",True
19887,"['hear', 'ugly', 'bitch', 'talk', 'another', 'ugly', 'bitch']",True
19888,"['u', 'bitch', 'aint', 'paying', 'bill', 'fuck']",True
19889,"['joey', 'bada', 'said', 'traded', 'nike', 'new', 'mic', 'guess', 'safe', 'say', 'sold', 'sol', 'new', 'life']",False
19890,"['tupac', 'said', 'aint', 'killer', 'dont', 'push', 'revenge', 'sweetest', 'joy', 'next', 'getting', 'pussy']",True
19891,"['tyler', 'creator', 'said', 'rape', 'pregnant', 'bitch', 'tell', 'friend', 'threesome']",True
19892,"['shoutout', 'bitch', 'guessed', 'remix', 'shit']",True
19893,"['bein', 'bitch']",True
19894,"['broke', 'even', 'though', 'obama', 'working', 'bitch', 'got', 'something']",True
19895,"['bill', 'maher', 'mock', 'gullible', 'america', 'missing', 'real', 'enemy']",False
19896,"['run', 'niggah', 'ill', 'lose', 'fight']",True
19897,"['mine', 'rt', 'niggah']",True
19898,"['bible', 'rt', 'hoe', 'already', 'got', 'new', 'year', 'eve', 'plan']",True
19899,"['yeah', 'bitch']",True
19900,"['idk', 'love', 'skinny', 'girl', 'got', 'good', 'pussy']",True
19901,"['lol', 'oh', 'god', 'bitch', 'really', 'coming', 'late', 'gon', 'lls']",True
19902,"['ugly', 'bitch', 'definitely', 'disguste', 'ew', 'yuck']",True
19903,"['said', 'got', 'many', 'hoe']",True
19904,"['inhale', 'white', 'exhale', 'nigger']",True
19905,"['flappy', 'bird', 'dusty']",False
19906,"['hate', 'people', 'ask', 'tryna', 'look', 'good', 'bitch', 'bye']",True
19907,"['bad', 'bitch']",True
19908,"['shoot', 'em', 'shit', 'cool', 'gimme', 'shit', 'play', 'front', 'bitch', 'nigga', 'gimme', 'jiggy', 'shit', 'ca']",True
19909,"['video', 'renegade', 'cut', 'snowpiercer', 'analysis', 'bong', 'joonho', 'scifi', 'action', 'film', 'topic', 'include']",False
19910,"['got', 'slot', 'sole', 'sauce', 'early', 'bird', 'today', 'use', 'ave', 'checkout']",False
19911,"['got', 'receipt', 'ink', 'sol', 'problem']",False
19912,"['ear', 'look', 'good', 'hoe', 'yo', 'background']",True
19913,"['keshun', 'like', 'aint', 'nothing', 'cut', 'bitch', 'nawl', 'aint']",True
19914,"['kanye', 'west', 'costume', 'mock', 'race', 'girl', 'hate', 'kanye', 'human', 'costume']",False
19915,"['thats', 'drive', 'bitch']",True
19916,"['joseline', 'audience', 'mad', 'bitch']",True
19917,"['kevin', 'hart', 'make', 'funny', 'face', 'curriculum', 'kinda', 'trash', 'curriculum']",False
19918,"['great', 'day', 'lovely', 'fellow', 'ape']",False
19919,"['human', 'genetically', 'closer', 'chimp', 'chimp', 'gorilla', 'ape', 'great', 'day', 'clever', 'twe']",False
19920,"['jesus', 'love', 'everyone', 'else', 'think', 'youre', 'right', 'cunt']",True
19921,['pussy'],True
19922,"['uh', 'oh', 'california', 'solar', 'plant', 'fry', 'thousand', 'bird', 'midflight', 'hot', 'air']",False
19923,"['aint', 'got', 'type', 'bad', 'bitch', 'thing', 'like']",True
19924,"['lifes', 'bitch', 'thats', 'love', 'know']",True
19925,"['fox', 'news', 'presenter', 'mock', 'female', 'pilot', 'took', 'part', 'campaign', 'isi', 'wtf']",False
19926,"['let', 'shirt', 'go', 'bitch', 'aeropostale', 'wtf', 'wrong']",True
19927,"['deep', 'pussy']",True
19928,"['cant', 'believe', 'actually', 'killed', 'cockroach', 'smh', 'bitch', 'wa', 'probably', 'nigga', 'eduardo']",True
19929,"['yall', 'nigga', 'think', 'hang', 'around', 'crib', 'nothing', 'bitch', 'getting', 'bread']",True
19930,"['girl', 'wanna', 'rip', 'dick', 'throw', 'pussy']",True
19931,"['put', 'pant', 'one', 'leg', 'time', 'like', 'guy', 'eat', 'plussize', 'model', 'pussy', 'helicopter']",True
19932,"['u', 'finger', 'bad', 'light', 'skin', 'bitch']",True
19933,"['like', 'walking', 'dead', 'le', 'carl', 'talking', 'bird', 'zombie', 'attack']",False
19934,"['ya', 'chick', 'always', 'getting', 'wit', 'bitch', 'u', 'gotta', 'tell', 'shit', 'fly', 'costly']",True
19935,"['bitch', 'must', 'related', 'jesus', 'gpa', 'legacy', 'rt', 'bitch', 'get']",True
19936,"['nigga', 'passing', 'good', 'girl', 'hoe']",True
